process_id,gen_num,gen_index,individual,fitness
0,23,6,251,0.0734803126494613
0,23,7,252,0.06939335689761791
0,23,8,253,0.13678630442789644
0,23,9,254,0.04548470927588841
0,24,0,256,0.23394644167568776
0,24,1,257,0.2516824674302307
0,24,2,258,0.2075359678357261
0,24,3,259,0.2488055732436714
0,24,4,260,0.2269945620685211
0,24,5,261,0.2290672194073658
0,24,6,262,0.22707058454987783
0,24,7,263,0.22268816946001221
0,24,8,264,0.23847536316320106
0,24,9,265,0.2327472528704575
0,25,0,267,0.32663134185631526
0,25,1,268,0.2446298279125276
0,25,2,269,0.32391191587570084
0,25,3,270,0.13605709689814866
0,25,4,271,0.16702617269489733
0,25,5,272,0.24520574855479202
0,25,6,273,0.2650639125656846
0,25,7,274,0.26093499629097844
0,25,8,275,0.16362653511475597
0,25,9,276,0.29759289591045485
0,26,0,278,0.28693358531926244
0,26,1,279,0.2886368470660379
0,26,2,280,0.24600284365465933
0,26,3,281,0.27833121626217444
0,26,4,282,0.2957648694414195
0,26,5,283,0.28182546066559416
0,26,6,284,0.2130555149395556
0,26,7,285,0.22612696255966344
0,26,8,286,0.2315862626530226
0,26,9,287,0.2543589901034844
0,27,0,289,0.1273341859449016
0,27,1,290,0.02395274187013368
0,27,2,291,0.2378337326750666
0,27,3,292,0.05941950880586206
0,27,4,293,0.042062876140766946
0,27,5,294,0.3059133875970093
0,27,6,295,0.24033432269321967
0,27,7,296,0.043366846897239665
0,27,8,297,0.10366803329051749
0,27,9,298,0.45503838884658565
0,28,0,300,0.2470308626266438
0,28,1,301,0.1292451963013915
0,28,2,302,0.2676034073731142
0,28,3,303,0.49185632549371744
0,28,4,304,0.23628900502164513
0,28,5,305,0.2765261862006239
0,28,6,306,0.2176381223737295
0,28,7,307,0.15798409084010878
0,28,8,308,0.1557003792815196
0,28,9,309,0.14850330717921148
0,29,0,311,0.2004075638290026
0,29,1,312,0.4226674838906326
0,29,2,313,0.12462024109093148
0,29,3,314,0.15420359066624165
0,29,4,315,0.18732944264141987
0,29,5,316,0.6170188179580858
0,29,6,317,0.23290667731190823
0,29,7,318,0.10854757891355907
0,29,8,319,0.5716779339297626
0,29,9,320,0.5476334994741742
0,30,0,322,0.06804526379768625
0,30,1,323,0.3279742488859555
0,30,2,324,0.22525752613176067
0,30,3,325,0.3221972777329576
0,30,4,326,0.4118580189653898
0,30,5,327,0.08879403145199347
0,30,6,328,0.12062240959937108
0,30,7,329,0.431072173161939
0,30,8,330,0.10819958011639895
0,30,9,331,0.2489892016431683
